REF_DATE,GEO,Type of crop,Average farm price (dollars per tonne),Average yield (kilograms per hectare),Production (metric tonnes),Seeded area (hectares),Total farm value (dollars)
1953,NS,Oats,58.0,1640.0,35150.0,21450.0,2051
1953,NS,"Rye, all",0.0,0.0,0.0,0.0,0
1953,NS,Tame hay,15.7,4940.0,647000.0,131000.0,10160
1953,NS,"Wheat, all",64.0,1750.0,700.0,400.0,45
1953,ON,Barley,49.0,1935.0,134000.0,69200.0,6587
1953,ON,"Beans, all dry (white and coloured)",151.0,1200.0,31500.0,26300.0,4767
1953,ON,Buckwheat,45.0,1215.0,37900.0,31200.0,1705
1953,ON,Corn for grain,54.0,3685.0,575000.0,156000.0,30788
1953,ON,Corn for silage,4.4,22850.0,2445000.0,107000.0,10645
1953,ON,Flaxseed,103.0,820.0,13650.0,16600.0,1412
1953,ON,Mixed grains,40.0,2325.0,1050100.0,451600.0,42187
1953,ON,Oats,47.0,1690.0,1093100.0,647500.0,51034
1953,ON,"Peas, dry",95.0,1355.0,7050.0,5200.0,673
1953,ON,"Rye, all",46.0,1430.0,43400.0,30400.0,2001
1953,ON,Soybeans,90.0,1460.0,136400.0,93500.0,12282
1953,ON,Sugar beets,14.2,24200.0,222800.0,9200.0,3158
1953,ON,Tame hay,14.3,4710.0,6611000.0,1404000.0,94731
1953,ON,"Wheat, all",55.0,2370.0,733100.0,309600.0,40150
1953,ON,"Wheat, spring",55.0,1480.0,20100.0,13600.0,1103
1953,SK,Barley,38.0,1605.0,1785000.0,1111000.0,68060
1953,SK,Canola (rapeseed),78.0,950.0,9600.0,10100.0,744
1953,SK,Corn for silage,10.0,800.0,4000.0,500.0,40
1953,SK,Flaxseed,96.0,640.0,83800.0,131000.0,8052
1953,SK,Mixed grains,35.0,1520.0,14000.0,9200.0,486
1953,SK,Oats,36.0,1555.0,1712000.0,1101000.0,62160
1953,SK,"Peas, dry",94.0,1250.0,500.0,400.0,47
1953,SK,"Rye, all",32.0,1105.0,388400.0,352000.0,12240
1953,SK,"Rye, spring",31.0,1015.0,152400.0,150000.0,4800
1953,SK,Sunflower seed,0.0,0.0,0.0,0.0,0
1953,SK,Tame hay,14.6,4000.0,841000.0,210000.0,12283
1953,SK,"Wheat, all",49.0,1565.0,10641000.0,6799000.0,520030
1954,AB,Barley,40.0,1235.0,1524000.0,1236000.0,60900
1954,AB,Corn for silage,0.0,0.0,0.0,0.0,0
1954,AB,Flaxseed,96.0,630.0,54600.0,87000.0,5268
1954,AB,Mixed grains,37.0,1295.0,54100.0,41700.0,1988
1954,AB,Mustard seed,97.0,435.0,12200.0,27900.0,1178
1954,AB,Oats,38.0,1195.0,1141000.0,953000.0,43660
1954,AB,"Peas, dry",110.0,1175.0,4350.0,3700.0,480
1954,AB,"Rye, all",35.0,1120.0,66200.0,59000.0,2288
1954,AB,"Rye, spring",35.0,850.0,10200.0,12000.0,352
1954,AB,Sugar beets,14.5,26800.0,401500.0,15000.0,5807
1954,AB,Sunflower seed,0.0,0.0,0.0,0.0,0
1954,AB,Tame hay,14.9,3360.0,1950000.0,580000.0,29025
1954,AB,"Wheat, all",46.0,1205.0,2913000.0,2415000.0,133750
1954,BC,Barley,39.0,1670.0,48900.0,29300.0,1907
1954,BC,Corn for silage,10.0,31820.0,35000.0,1100.0,351
1954,BC,Flaxseed,95.0,630.0,2800.0,4450.0,267
1954,BC,Mixed grains,39.0,2215.0,2550.0,1150.0,100
1954,BC,Oats,40.0,1790.0,61200.0,34200.0,2460
1954,BC,"Peas, dry",83.0,2250.0,3600.0,1600.0,297
1954,BC,"Rye, all",33.0,1335.0,1200.0,900.0,39
1954,BC,Tame hay,27.6,5380.0,662000.0,123000.0,18250
1954,BC,"Wheat, all",49.0,1680.0,47600.0,28300.0,2310
1954,CA,Barley,41.0,1200.0,3814550.0,3174100.0,155278
1954,CA,"Beans, all dry (white and coloured)",183.0,955.0,27600.0,28850.0,5060
1954,CA,Buckwheat,50.0,990.0,53650.0,54150.0,2692
1954,CA,Canola (rapeseed),74.0,815.0,13100.0,16100.0,968
1954,CA,Corn for grain,57.0,3395.0,631900.0,186000.0,36011
1954,CA,Corn for silage,5.3,19340.0,2763000.0,142900.0,14692
1954,CA,Flaxseed,100.0,585.0,279400.0,477150.0,27963
1954,CA,Mixed grains,41.0,1920.0,1299050.0,675750.0,53216
1954,CA,Mustard seed,97.0,435.0,12200.0,27900.0,1178
1954,CA,Oats,44.0,1160.0,4724700.0,4068750.0,206537
1954,CA,"Peas, dry",90.0,1215.0,29850.0,24550.0,2690
1954,CA,"Rye, all",36.0,1020.0,325600.0,318600.0,11734
1954,CA,"Rye, spring",35.0,780.0,58200.0,74500.0,2061
1954,CA,Soybeans,88.0,1310.0,130000.0,99100.0,11467
1954,CA,Sugar beets,13.3,24900.0,910600.0,36600.0,12108
1954,CA,Sunflower seed,88.0,800.0,6800.0,8500.0,596
1954,CA,Tame hay,15.4,4210.0,18250000.0,4339000.0,281156
1954,CA,"Wheat, all",46.0,875.0,9035200.0,10334300.0,411781
1954,NB,Barley,48.0,1500.0,5550.0,3700.0,268
1954,NB,Buckwheat,55.0,1390.0,3550.0,2550.0,195
1954,NB,Corn for silage,0.0,0.0,0.0,0.0,0
1954,NB,Mixed grains,47.0,1700.0,4850.0,2850.0,226
1954,NB,Oats,51.0,1220.0,75000.0,61500.0,3843
1954,NB,Tame hay,16.3,4140.0,691000.0,167000.0,11240
1954,NB,"Wheat, all",65.0,1540.0,2000.0,1300.0,130
1954,NS,Barley,52.0,1665.0,1500.0,900.0,78
1954,NS,Corn for silage,0.0,0.0,0.0,0.0,0
1954,NS,Mixed grains,51.0,1970.0,9150.0,4650.0,470
1954,NS,Oats,60.0,1485.0,30750.0,20700.0,1853
1954,NS,"Rye, all",0.0,0.0,0.0,0.0,0
1954,NS,Tame hay,17.1,4820.0,626000.0,130000.0,10695
1954,NS,"Wheat, all",67.0,1750.0,700.0,400.0,47
1954,ON,Barley,49.0,1765.0,96400.0,54600.0,4694
1954,ON,"Beans, all dry (white and coloured)",183.0,960.0,27100.0,28300.0,4970
1954,ON,Buckwheat,45.0,980.0,21650.0,22100.0,964
1954,ON,Corn for grain,57.0,3440.0,626000.0,182000.0,35757
1954,ON,Corn for silage,4.7,20460.0,2107000.0,103000.0,9826
1954,ON,Flaxseed,104.0,625.0,4800.0,7700.0,498
1954,ON,Mixed grains,39.0,2125.0,1007100.0,474300.0,39473
1954,ON,Oats,50.0,1465.0,944100.0,643500.0,47136
1954,ON,"Peas, dry",96.0,990.0,5000.0,5050.0,478
1954,ON,"Rye, all",39.0,1295.0,47100.0,36400.0,1835
1954,ON,Soybeans,88.0,1310.0,130000.0,99100.0,11467
1954,ON,Sugar beets,11.1,24500.0,232800.0,9500.0,2587
1954,ON,Tame hay,14.3,4390.0,5985000.0,1362000.0,85761
1954,ON,"Wheat, all",48.0,2250.0,673800.0,299300.0,32434
1954,ON,"Wheat, spring",48.0,1365.0,16800.0,12300.0,811
1954,SK,Barley,39.0,1235.0,1154000.0,936000.0,45580
1954,SK,Canola (rapeseed),71.0,785.0,9800.0,12500.0,694
1954,SK,Corn for silage,12.0,750.0,3000.0,400.0,36
1954,SK,Flaxseed,98.0,585.0,115600.0,198000.0,11330
1954,SK,Mixed grains,37.0,1005.0,14500.0,14400.0,534
1954,SK,Oats,39.0,1150.0,1326000.0,1154000.0,51600
1954,SK,"Peas, dry",84.0,1250.0,750.0,600.0,63
1954,SK,"Rye, all",36.0,920.0,167200.0,182000.0,5940
1954,SK,"Rye, spring",35.0,760.0,43200.0,57000.0,1530
1954,SK,Sunflower seed,0.0,0.0,0.0,0.0,0
1954,SK,Tame hay,14.9,4100.0,984000.0,240000.0,14648
1954,SK,"Wheat, all",44.0,685.0,4599000.0,6718000.0,204490
1954,AB,Barley,39.0,1455.0,2177000.0,1498000.0,85000
1954,AB,Canola (rapeseed),83.0,625.0,2000.0,3200.0,166
1954,AB,Corn for silage,0.0,0.0,0.0,0.0,0
1954,AB,Flaxseed,108.0,760.0,76200.0,100000.0,8250
1954,AB,Mixed grains,35.0,1665.0,97000.0,58300.0,3420
1954,AB,Mustard seed,99.0,710.0,22400.0,31600.0,2208
1954,AB,Oats,40.0,1510.0,1619000.0,1072000.0,64050
1954,AB,"Peas, dry",110.0,1565.0,7350.0,4700.0,810
1954,AB,"Rye, all",34.0,1210.0,58000.0,48000.0,1956
1954,AB,"Rye, spring",33.0,1000.0,14000.0,14000.0,468
1954,AB,Sugar beets,16.9,26500.0,390200.0,14700.0,6581
1954,AB,Sunflower seed,0.0,0.0,0.0,0.0,0
1954,AB,Tame hay,19.3,3770.0,2411000.0,640000.0,46515
1954,AB,"Wheat, all",49.0,1570.0,3674000.0,2342000.0,178200
1954,BC,Barley,37.0,1290.0,38600.0,29900.0,1417
1954,BC,Corn for silage,10.6,32730.0,36000.0,1100.0,380
1954,BC,Flaxseed,103.0,570.0,2300.0,4050.0,238
1954,BC,Mixed grains,34.0,2115.0,2750.0,1300.0,94
1954,BC,Oats,44.0,1675.0,56300.0,33600.0,2483
1954,BC,"Peas, dry",88.0,1165.0,2450.0,2100.0,216
1954,BC,"Rye, all",30.0,1335.0,800.0,600.0,24
1954,BC,Tame hay,30.8,5360.0,708000.0,132000.0,21840
1954,BC,"Wheat, all",48.0,1275.0,34100.0,26700.0,1643
1954,CA,Barley,40.0,1365.0,5466700.0,4000700.0,219143
1954,CA,"Beans, all dry (white and coloured)",154.0,1070.0,33100.0,30950.0,5105
1954,CA,Buckwheat,55.0,995.0,52700.0,53050.0,2908
1954,CA,Canola (rapeseed),78.0,635.0,35400.0,55800.0,2759
1954,CA,Corn for grain,42.0,3900.0,902800.0,231500.0,37699
1954,CA,Corn for silage,5.7,21080.0,3117000.0,147900.0,17861
1954,CA,Flaxseed,109.0,650.0,482400.0,742950.0,52669
1954,CA,Mixed grains,41.0,1965.0,1352650.0,688400.0,55726
1954,CA,Mustard seed,99.0,710.0,22500.0,31700.0,2217
1954,CA,Oats,43.0,1390.0,6159900.0,4434850.0,265749
1954,CA,"Peas, dry",94.0,935.0,27700.0,29600.0,2598
1954,CA,"Rye, all",36.0,1165.0,351300.0,301800.0,12775
1954,CA,"Rye, spring",36.0,1000.0,90200.0,90200.0,3230
1954,CA,Soybeans,77.0,1775.0,163100.0,91900.0,12525
1954,CA,Sugar beets,14.8,26900.0,890000.0,33100.0,13170
1954,CA,Sunflower seed,92.0,915.0,7400.0,8100.0,682
1954,CA,Tame hay,16.6,4170.0,18313000.0,4394000.0,303837
1954,CA,"Wheat, all",50.0,1540.0,14129200.0,9168950.0,709461
1954,NB,Barley,48.0,1020.0,2750.0,2700.0,133
1954,NB,Buckwheat,60.0,1285.0,3150.0,2450.0,189
1954,NB,Corn for silage,0.0,0.0,0.0,0.0,0
1954,NB,Mixed grains,44.0,1310.0,3400.0,2600.0,151
1954,NB,Oats,50.0,1145.0,62450.0,54650.0,3118
1954,NB,Tame hay,14.6,4480.0,748000.0,167000.0,10918
1954,NB,"Wheat, all",61.0,1220.0,1100.0,900.0,67
1954,NS,Barley,50.0,1690.0,1350.0,800.0,68
1954,NS,Corn for silage,0.0,0.0,0.0,0.0,0
1954,NS,Mixed grains,50.0,1855.0,8900.0,4800.0,446
1954,NS,Oats,61.0,1520.0,28850.0,18950.0,1760
1954,NS,"Rye, all",0.0,0.0,0.0,0.0,0
1954,NS,Tame hay,19.3,5160.0,655000.0,127000.0,12635
1954,NS,"Wheat, all",55.0,1625.0,650.0,400.0,36
1954,ON,Barley,48.0,1775.0,89800.0,50600.0,4331
1954,ON,"Beans, all dry (white and coloured)",154.0,1070.0,32500.0,30400.0,5011
1954,ON,Buckwheat,49.0,1110.0,18400.0,16600.0,896
1954,ON,Corn for grain,42.0,3920.0,898000.0,229000.0,37491
1954,ON,Corn for silage,5.2,20780.0,2307000.0,111000.0,11927
1954,ON,Flaxseed,110.0,740.0,5100.0,6900.0,560
1954,ON,Mixed grains,40.0,2145.0,1006300.0,469400.0,39933
1954,ON,Oats,49.0,1515.0,936700.0,619200.0,46162
1954,ON,"Peas, dry",101.0,1040.0,3950.0,3800.0,400
1954,ON,"Rye, all",41.0,1215.0,34800.0,28700.0,1411
1954,ON,Soybeans,77.0,1775.0,163100.0,91900.0,12525
1954,ON,Sugar beets,12.8,32000.0,243200.0,7600.0,3118
1954,ON,Tame hay,16.2,4100.0,5420000.0,1321000.0,87832
1954,ON,"Wheat, all",50.0,2260.0,557300.0,246700.0,27661
1954,ON,"Wheat, spring",50.0,1335.0,14300.0,10700.0,711
1954,SK,Barley,40.0,1455.0,2264000.0,1556000.0,89440
1954,SK,Canola (rapeseed),77.0,630.0,31300.0,49800.0,2411
1954,SK,Corn for silage,12.7,750.0,3000.0,400.0,38
1954,SK,Flaxseed,109.0,690.0,287000.0,417000.0,31301
1954,SK,Mixed grains,36.0,1515.0,22700.0,15000.0,813
1954,SK,Oats,40.0,1410.0,2082000.0,1479000.0,82350
1954,SK,"Peas, dry",91.0,1375.0,1100.0,800.0,100
1954,SK,"Rye, all",36.0,1130.0,209400.0,185000.0,7590
1954,SK,"Rye, spring",36.0,1005.0,72400.0,72000.0,2622
1954,SK,Sunflower seed,0.0,0.0,0.0,0.0,0
1954,SK,Tame hay,15.2,4100.0,1025000.0,250000.0,15538
1954,SK,"Wheat, all",51.0,1525.0,8709000.0,5706000.0,441600
1956,AB,Barley,35.0,1805.0,2634000.0,1459000.0,91960
1956,AB,Canola (rapeseed),77.0,1010.0,10500.0,10400.0,813
1956,AB,Corn for silage,0.0,0.0,0.0,0.0,0
1956,AB,Flaxseed,98.0,870.0,180300.0,207000.0,17750
1956,AB,Mixed grains,32.0,1955.0,149700.0,76500.0,4840
1956,AB,Mustard seed,84.0,1090.0,60300.0,55400.0,5054
1956,AB,Oats,32.0,1850.0,1820000.0,983000.0,57820
1956,AB,"Peas, dry",101.0,1400.0,6850.0,4900.0,693
1956,AB,"Rye, all",36.0,940.0,31900.0,34000.0,1138
1956,AB,"Rye, spring",36.0,990.0,11900.0,12000.0,428
1956,AB,Sugar beets,20.4,28900.0,421300.0,14600.0,8587
1956,AB,Sunflower seed,0.0,0.0,0.0,0.0,0
1956,AB,Tame hay,17.1,3180.0,2065000.0,650000.0,35278
1956,AB,"Wheat, all",44.0,1780.0,3810000.0,2143000.0,169400
1956,BC,Barley,34.0,1735.0,46700.0,26900.0,1589
1956,BC,Corn for silage,10.0,35000.0,56000.0,1600.0,558
1956,BC,Flaxseed,98.0,755.0,4150.0,5500.0,408
1956,BC,Mixed grains,35.0,2580.0,4900.0,1900.0,173
1956,BC,Oats,40.0,1870.0,69900.0,37400.0,2810
1956,BC,"Peas, dry",122.0,1425.0,3850.0,2700.0,469
1956,BC,"Rye, all",32.0,1665.0,1000.0,600.0,32
1956,BC,Tame hay,34.2,4430.0,593000.0,134000.0,20274
1956,BC,"Wheat, all",45.0,1440.0,31400.0,21800.0,1418
1956,CA,Barley,36.0,1725.0,5856700.0,3394800.0,211336
1956,CA,"Beans, all dry (white and coloured)",140.0,1175.0,31200.0,26500.0,4383
1956,CA,Buckwheat,53.0,1015.0,69150.0,68050.0,3665
1956,CA,Canola (rapeseed),77.0,955.0,136000.0,142400.0,10518
1956,CA,Corn for grain,47.0,3430.0,706500.0,205900.0,33377
1956,CA,Corn for silage,5.3,19670.0,3129000.0,159100.0,16519
1956,CA,Flaxseed,101.0,720.0,888700.0,1230450.0,89631
1956,CA,Mixed grains,41.0,2155.0,1359800.0,631550.0,56008
1956,CA,Mustard seed,84.0,1085.0,60400.0,55600.0,5069
1956,CA,Oats,38.0,1700.0,7210350.0,4236750.0,272184
1956,CA,"Peas, dry",73.0,1385.0,49400.0,35700.0,3618
1956,CA,"Rye, all",39.0,965.0,214500.0,222300.0,8421
1956,CA,"Rye, spring",37.0,915.0,66500.0,72800.0,2452
1956,CA,Soybeans,79.0,1465.0,144250.0,98400.0,11400
1956,CA,Sugar beets,19.1,25500.0,810100.0,31800.0,15470
1956,CA,Sunflower seed,94.0,595.0,8000.0,13400.0,755
1956,CA,Tame hay,17.0,4040.0,17831000.0,4417000.0,302698
1956,CA,"Wheat, all",46.0,1690.0,15595500.0,9219200.0,714053
1956,NB,Barley,49.0,2125.0,3400.0,1600.0,165
1956,NB,Buckwheat,57.0,1510.0,3550.0,2350.0,202
1956,NB,Corn for silage,0.0,0.0,0.0,0.0,0
1956,NB,Mixed grains,46.0,2365.0,5200.0,2200.0,241
1956,NB,Oats,52.0,1905.0,100250.0,52600.0,5200
1956,NB,Tame hay,14.3,4270.0,688000.0,161000.0,9854
1956,NB,"Wheat, all",62.0,1940.0,1650.0,850.0,102
1956,NS,Barley,55.0,2000.0,1200.0,600.0,66
1956,NS,Corn for silage,0.0,0.0,0.0,0.0,0
1956,NS,Mixed grains,51.0,2405.0,9500.0,3950.0,489
1956,NS,Oats,64.0,1795.0,31400.0,17500.0,1994
1956,NS,"Rye, all",0.0,0.0,0.0,0.0,0
1956,NS,Tame hay,19.8,4940.0,627000.0,127000.0,12438
1956,NS,"Wheat, all",64.0,1835.0,550.0,300.0,35
1956,ON,Barley,49.0,1900.0,80800.0,42500.0,3936
1956,ON,"Beans, all dry (white and coloured)",140.0,1180.0,30500.0,25900.0,4271
1956,ON,Buckwheat,53.0,1200.0,25850.0,21500.0,1378
1956,ON,Corn for grain,47.0,3460.0,702000.0,203000.0,33163
1956,ON,Corn for silage,4.6,20570.0,2407000.0,117000.0,11010
1956,ON,Flaxseed,111.0,825.0,5750.0,6950.0,638
1956,ON,Mixed grains,41.0,2270.0,904100.0,398200.0,37205
1956,ON,Oats,51.0,1620.0,935300.0,577500.0,47305
1956,ON,"Peas, dry",92.0,1115.0,3450.0,3100.0,318
1956,ON,"Rye, all",46.0,1370.0,47400.0,34600.0,2201
1956,ON,Soybeans,79.0,1475.0,143400.0,97100.0,11328
1956,ON,Sugar beets,16.8,23000.0,131300.0,5700.0,2205
1956,ON,Tame hay,16.8,4370.0,5820000.0,1331000.0,97844
1956,ON,"Wheat, all",53.0,2130.0,553700.0,259900.0,29350
1956,ON,"Wheat, spring",57.0,1405.0,9700.0,6900.0,550
1956,SK,Barley,36.0,1760.0,2155000.0,1225000.0,77220
1956,SK,Canola (rapeseed),77.0,955.0,114500.0,120200.0,8836
1956,SK,Corn for silage,14.4,625.0,5000.0,800.0,72
1956,SK,Flaxseed,101.0,715.0,495300.0,692000.0,50115
1956,SK,Mixed grains,32.0,1715.0,34300.0,20000.0,1092
1956,SK,Oats,32.0,1715.0,2113000.0,1231000.0,67130
1956,SK,"Peas, dry",83.0,1625.0,1950.0,1200.0,162
1956,SK,"Rye, all",37.0,835.0,102100.0,122000.0,3760
1956,SK,"Rye, spring",37.0,900.0,52100.0,58000.0,1927
1956,SK,Sunflower seed,0.0,0.0,0.0,0.0,0
1956,SK,Tame hay,15.2,3730.0,969000.0,260000.0,14685
1956,SK,"Wheat, all",46.0,1640.0,9662000.0,5896000.0,440200
1957,AB,Barley,34.0,1390.0,2090000.0,1503000.0,71040
1957,AB,Canola (rapeseed),66.0,830.0,23500.0,28300.0,1556
1957,AB,Corn for silage,0.0,0.0,0.0,0.0,0
1957,AB,Flaxseed,100.0,540.0,124500.0,231000.0,12495
1957,AB,Mixed grains,28.0,1480.0,128600.0,87000.0,3654
1957,AB,Mustard seed,77.0,865.0,32200.0,37200.0,2485
1957,AB,Oats,32.0,1305.0,1110000.0,850000.0,36000
1957,AB,"Peas, dry",100.0,1325.0,4500.0,3400.0,448
1957,AB,"Rye, all",32.0,1045.0,48100.0,46000.0,1539
1957,AB,"Rye, spring",32.0,765.0,6100.0,8000.0,194
1957,AB,Sugar beets,14.6,30200.0,447100.0,14800.0,6521
1957,AB,Sunflower seed,0.0,0.0,0.0,0.0,0
1957,AB,Tame hay,16.8,2830.0,2150000.0,760000.0,36142
1957,AB,"Wheat, all",45.0,1280.0,2531000.0,1975000.0,114390
1957,BC,Barley,34.0,1690.0,45100.0,26700.0,1554
1957,BC,Corn for silage,5.5,28180.0,31000.0,1100.0,170
1957,BC,Flaxseed,100.0,610.0,1500.0,2450.0,150
1957,BC,Mixed grains,37.0,2325.0,3950.0,1700.0,145
1957,BC,Oats,34.0,1960.0,71200.0,36300.0,2446
1957,BC,"Peas, dry",121.0,1460.0,3650.0,2500.0,442
1957,BC,"Rye, all",28.0,1625.0,1300.0,800.0,36
1957,BC,Tame hay,24.3,5620.0,809000.0,144000.0,19624
1957,BC,"Wheat, all",45.0,1555.0,32700.0,21000.0,1465
1957,CA,Barley,35.0,1235.0,4702550.0,3805700.0,165069
1957,CA,"Beans, all dry (white and coloured)",125.0,1180.0,29800.0,25300.0,3735
1957,CA,Buckwheat,49.0,1105.0,48100.0,43600.0,2363
1957,CA,Canola (rapeseed),70.0,785.0,196400.0,249800.0,13720
1957,CA,Corn for grain,46.0,3620.0,750100.0,207200.0,34844
1957,CA,Corn for silage,5.2,21890.0,3271000.0,149400.0,17016
1957,CA,Flaxseed,100.0,345.0,487800.0,1409750.0,48617
1957,CA,Mixed grains,37.0,2200.0,1281650.0,582650.0,47157
1957,CA,Mustard seed,77.0,865.0,32300.0,37300.0,2491
1957,CA,Oats,40.0,1370.0,4887300.0,3573350.0,194575
1957,CA,"Peas, dry",75.0,1100.0,36700.0,33350.0,2747
1957,CA,"Rye, all",35.0,965.0,212500.0,219900.0,7376
1957,CA,"Rye, spring",33.0,700.0,31500.0,44900.0,1029
1957,CA,Soybeans,72.0,1710.0,177050.0,103600.0,12695
1957,CA,Sugar beets,14.6,28200.0,955700.0,33900.0,13948
1957,CA,Sunflower seed,100.0,445.0,5400.0,12100.0,540
1957,CA,Tame hay,16.9,3750.0,17412000.0,4640000.0,294887
1957,CA,"Wheat, all",47.0,1225.0,10687000.0,8726250.0,502795
1957,NB,Barley,47.0,2060.0,3400.0,1650.0,159
1957,NB,Buckwheat,51.0,1780.0,3200.0,1800.0,163
1957,NB,Corn for silage,0.0,0.0,0.0,0.0,0
1957,NB,Mixed grains,43.0,2315.0,5900.0,2550.0,252
1957,NB,Oats,47.0,1830.0,86600.0,47350.0,4100
1957,NB,Tame hay,17.6,4030.0,621000.0,154000.0,10944
1957,NB,"Wheat, all",61.0,1810.0,1900.0,1050.0,116
1957,NS,Barley,50.0,1910.0,1050.0,550.0,52
1957,NS,Corn for silage,0.0,0.0,0.0,0.0,0
1957,NS,Mixed grains,49.0,2460.0,9100.0,3700.0,442
1957,NS,Oats,58.0,1870.0,30450.0,16300.0,1778
1957,NS,"Rye, all",0.0,0.0,0.0,0.0,0
1957,NS,Tame hay,23.1,3580.0,433000.0,121000.0,10017
1957,NS,"Wheat, all",60.0,1875.0,750.0,400.0,45
1957,ON,Barley,45.0,2100.0,80700.0,38400.0,3631
1957,ON,"Beans, all dry (white and coloured)",125.0,1180.0,29100.0,24700.0,3631
1957,ON,Buckwheat,49.0,1170.0,14150.0,12100.0,690
1957,ON,Corn for grain,46.0,3650.0,745000.0,204000.0,34604
1957,ON,Corn for silage,4.8,22730.0,2568000.0,113000.0,12371
1957,ON,Flaxseed,100.0,850.0,6200.0,7300.0,622
1957,ON,Mixed grains,36.0,2550.0,865900.0,339900.0,30967
1957,ON,Oats,45.0,1885.0,1229100.0,651500.0,55786
1957,ON,"Peas, dry",81.0,1325.0,2650.0,2000.0,215
1957,ON,"Rye, all",40.0,1460.0,47300.0,32400.0,1883
1957,ON,Soybeans,72.0,1725.0,176200.0,102000.0,12628
1957,ON,Sugar beets,15.0,30100.0,240700.0,8000.0,3614
1957,ON,Tame hay,15.7,4420.0,5987000.0,1356000.0,94050
1957,ON,"Wheat, all",48.0,2210.0,542100.0,245100.0,25897
1957,ON,"Wheat, spring",48.0,1490.0,9100.0,6100.0,433
1957,SK,Barley,35.0,1135.0,1742000.0,1534000.0,60800
1957,SK,Canola (rapeseed),71.0,785.0,165100.0,210400.0,11648
1957,SK,Corn for silage,13.0,625.0,5000.0,800.0,65
1957,SK,Flaxseed,100.0,325.0,266700.0,819000.0,26670
1957,SK,Mixed grains,32.0,1105.0,28100.0,25400.0,910
1957,SK,Oats,32.0,955.0,787000.0,823000.0,25500
1957,SK,"Peas, dry",103.0,1000.0,1200.0,1200.0,124
1957,SK,"Rye, all",33.0,750.0,80900.0,108000.0,2656
1957,SK,"Rye, spring",33.0,675.0,22900.0,34000.0,747
1957,SK,Sunflower seed,0.0,0.0,0.0,0.0,0
1957,SK,Tame hay,15.4,2500.0,826000.0,330000.0,12740
1957,SK,"Wheat, all",47.0,1115.0,6232000.0,5585000.0,295410
1958,AB,Barley,34.0,1490.0,2243000.0,1505000.0,77250
1958,AB,Canola (rapeseed),55.0,730.0,20600.0,28300.0,1138
1958,AB,Corn for silage,0.0,0.0,0.0,0.0,0
1958,AB,Flaxseed,104.0,735.0,165100.0,225000.0,17095
1958,AB,Mixed grains,33.0,1660.0,151000.0,91100.0,4958
1958,AB,Mustard seed,77.0,905.0,31800.0,35200.0,2450
1958,AB,Oats,36.0,1310.0,1218000.0,931000.0,43450
1958,AB,"Peas, dry",109.0,1700.0,2550.0,1500.0,279
1958,AB,"Rye, all",33.0,1060.0,47800.0,45000.0,1558
1958,AB,"Rye, spring",33.0,830.0,5800.0,7000.0,189
1958,AB,Sugar beets,16.9,35200.0,545400.0,15500.0,9204
1958,AB,Sunflower seed,111.0,835.0,1250.0,1500.0,139
1958,AB,Tame hay,18.5,2800.0,2268000.0,810000.0,41875
1958,AB,"Wheat, all",48.0,1375.0,2668000.0,1942000.0,128380
1958,BC,Barley,34.0,1565.0,38000.0,24300.0,1292
1958,BC,Corn for silage,8.8,34440.0,31000.0,900.0,272
1958,BC,Flaxseed,102.0,705.0,1450.0,2050.0,148
1958,BC,Mixed grains,44.0,2030.0,3650.0,1800.0,160
1958,BC,Oats,38.0,1730.0,61700.0,35700.0,2360
1958,BC,"Peas, dry",71.0,1750.0,3500.0,2000.0,250
1958,BC,"Rye, all",30.0,1835.0,1100.0,600.0,33
1958,BC,Tame hay,22.6,4470.0,666000.0,149000.0,15047
1958,BC,"Wheat, all",48.0,1645.0,34500.0,21000.0,1662
1958,CA,Barley,35.0,1380.0,5178200.0,3757550.0,182294
1958,CA,"Beans, all dry (white and coloured)",135.0,1230.0,33250.0,27050.0,4476
1958,CA,Buckwheat,48.0,1140.0,43600.0,38200.0,2093
1958,CA,Canola (rapeseed),55.0,695.0,176000.0,253300.0,9753
1958,CA,Corn for grain,48.0,3785.0,756400.0,199800.0,36031
1958,CA,Corn for silage,5.2,22260.0,3406000.0,153000.0,17598
1958,CA,Flaxseed,103.0,550.0,567450.0,1033150.0,58594
1958,CA,Mixed grains,40.0,2300.0,1302850.0,565900.0,52072
1958,CA,Mustard seed,77.0,905.0,31900.0,35300.0,2465
1958,CA,Oats,42.0,1425.0,5331450.0,3737700.0,222077
1958,CA,"Peas, dry",80.0,1065.0,30450.0,28550.0,2439
1958,CA,"Rye, all",35.0,945.0,195400.0,207200.0,6788
1958,CA,"Rye, spring",33.0,690.0,30700.0,44600.0,1013
1958,CA,Soybeans,69.0,1700.0,181000.0,106450.0,12511
1958,CA,Sugar beets,16.0,30300.0,1201900.0,39600.0,19177
1958,CA,Sunflower seed,114.0,510.0,10050.0,19700.0,1145
1958,CA,Tame hay,17.3,3500.0,16262000.0,4644000.0,281041
1958,CA,"Wheat, all",49.0,1210.0,10834300.0,8963050.0,527076
1958,NB,Barley,51.0,1970.0,3450.0,1750.0,176
1958,NB,Buckwheat,45.0,1665.0,3000.0,1800.0,134
1958,NB,Corn for silage,0.0,0.0,0.0,0.0,0
1958,NB,Mixed grains,47.0,2185.0,5350.0,2450.0,250
1958,NB,Oats,51.0,1675.0,78050.0,46550.0,3947
